                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 1.5097,                 1.1105,                 1.3121,                0.78747,                0.75948,                0.80127,                 0.3883,                 1.7774,                 1.1529,                 1.5496,              0.0006065,              0.0006065,              0.0006065
                     28,                 1.4688,                 1.0813,                 1.3219,                0.79017,                0.76097,                0.81335,                0.39871,                 1.7699,                 1.1013,                 1.5359,             0.00058175,             0.00058175,             0.00058175
                     29,                 1.4533,                 1.0176,                  1.291,                0.76538,                0.77643,                0.80228,                0.39239,                  1.807,                 1.1454,                 1.5655,               0.000557,               0.000557,               0.000557
                     30,                 1.4095,                0.99852,                 1.2865,                0.77125,                 0.7612,                  0.792,                0.38872,                 1.7986,                 1.1448,                 1.5561,             0.00053225,             0.00053225,             0.00053225
                     31,                 1.3769,                0.97768,                 1.2654,                0.75644,                0.77043,                0.80591,                0.39469,                 1.7792,                 1.1347,                 1.5569,              0.0005075,              0.0005075,              0.0005075
                     32,                  1.434,                 1.0017,                 1.2834,                0.80327,                0.73508,                 0.7846,                0.39328,                  1.758,                 1.2458,                 1.5341,             0.00048275,             0.00048275,             0.00048275
                     33,                 1.3903,                0.97826,                 1.2723,                0.76643,                0.73883,                0.78271,                0.37436,                  1.848,                 1.2052,                 1.6168,               0.000458,               0.000458,               0.000458
                     34,                 1.3768,                0.94667,                 1.2582,                0.81838,                0.74116,                0.80845,                0.38457,                 1.8402,                 1.1456,                 1.5969,             0.00043325,             0.00043325,             0.00043325
                     35,                 1.4184,                0.96144,                 1.2726,                0.79761,                0.73079,                0.78424,                0.38702,                 1.8048,                 1.1415,                 1.5682,              0.0004085,              0.0004085,              0.0004085
                     36,                 1.3392,                0.96136,                 1.2515,                0.79263,                0.74342,                0.78692,                0.38103,                 1.8212,                 1.1598,                 1.5979,             0.00038375,             0.00038375,             0.00038375
                     37,                 1.3447,                0.93272,                 1.2536,                0.80033,                0.75184,                0.78816,                0.39409,                 1.7834,                 1.1383,                 1.5548,               0.000359,               0.000359,               0.000359
                     38,                 1.3575,                0.93245,                 1.2504,                0.80607,                0.74754,                0.80128,                0.38658,                 1.8314,                 1.1499,                 1.5873,             0.00033425,             0.00033425,             0.00033425
                     39,                 1.3103,                0.89961,                 1.2386,                0.80011,                0.74931,                 0.8063,                0.39031,                 1.8262,                 1.1278,                 1.5837,              0.0003095,              0.0003095,              0.0003095
                     40,                 1.2987,                0.87303,                 1.2315,                0.79477,                0.76271,                0.79943,                0.39481,                  1.813,                 1.1212,                 1.5794,             0.00028475,             0.00028475,             0.00028475
                     41,                 1.2906,                0.79125,                 1.2527,                0.81781,                0.75332,                0.80105,                0.38741,                 1.8436,                 1.1192,                 1.5952,                0.00026,                0.00026,                0.00026
                     42,                 1.2869,                0.74946,                 1.2643,                0.82985,                0.74436,                0.81203,                0.38779,                 1.8489,                 1.0835,                 1.5988,             0.00023525,             0.00023525,             0.00023525
                     43,                 1.2512,                0.74017,                 1.2382,                0.79867,                0.76982,                0.80873,                0.39101,                 1.8248,                 1.1086,                 1.5767,              0.0002105,              0.0002105,              0.0002105
                     44,                 1.2567,                0.68709,                 1.2148,                0.81845,                 0.7584,                0.80292,                0.38454,                 1.8426,                 1.1022,                 1.5958,             0.00018575,             0.00018575,             0.00018575
                     45,                 1.2148,                0.68948,                  1.219,                0.83304,                0.73624,                0.80676,                0.39109,                 1.8461,                 1.1187,                 1.6066,               0.000161,               0.000161,               0.000161
                     46,                 1.1978,                0.66507,                 1.1885,                 0.8253,                0.76655,                0.81143,                0.38744,                 1.8519,                 1.0848,                 1.6062,             0.00013625,             0.00013625,             0.00013625
                     47,                 1.1722,                0.66303,                 1.1914,                0.80394,                 0.7736,                0.80675,                0.38407,                 1.8741,                 1.1014,                 1.6345,              0.0001115,              0.0001115,              0.0001115
                     48,                 1.1359,                0.63925,                 1.1711,                0.77683,                0.77823,                0.79396,                0.38605,                 1.8576,                 1.1082,                 1.6371,              8.675e-05,              8.675e-05,              8.675e-05
                     49,                 1.1239,                0.63393,                 1.1603,                0.80724,                0.77734,                0.80199,                 0.3856,                 1.8525,                 1.0982,                 1.6213,                6.2e-05,                6.2e-05,                6.2e-05
                     50,                 1.1314,                0.63454,                 1.1484,                0.81075,                0.76226,                0.80277,                0.38812,                 1.8495,                 1.1007,                 1.6234,              3.725e-05,              3.725e-05,              3.725e-05
